2018-01-10 23:59:59,0.089546,0.090227,0.089256,0.08982,0.08982,5096.146
2018-01-11 00:29:59,0.08982,0.0907,0.089345,0.090516,0.090516,3925.354
2018-01-11 00:59:59,0.090516,0.0917,0.090351,0.091323,0.091323,4911.06
2018-01-11 01:29:59,0.091323,0.092004,0.09,0.091714,0.091714,8802.505
2018-01-11 01:59:59,0.091715,0.091926,0.087007,0.089746,0.089746,15639.651
2018-01-11 02:29:59,0.089656,0.091573,0.0879,0.08963,0.08963,17841.285
2018-01-11 02:59:59,0.08969,0.090487,0.087163,0.089693,0.089693,19659.408
2018-01-11 03:29:59,0.089693,0.092216,0.089421,0.090225,0.090225,11290.229
2018-01-11 03:59:59,0.090161,0.090399,0.088011,0.08862,0.08862,8533.303
2018-01-11 04:29:59,0.088523,0.09038,0.0878,0.08852,0.08852,7483.889
2018-01-11 04:59:59,0.088599,0.089999,0.08853,0.089744,0.089744,6678.666
2018-01-11 05:29:59,0.089699,0.0908,0.088689,0.090371,0.090371,6361.55
2018-01-11 05:59:59,0.090197,0.09108,0.089741,0.090933,0.090933,6733.02
2018-01-11 06:29:59,0.09089,0.09124,0.09,0.090019,0.090019,7203.606
2018-01-11 06:59:59,0.090019,0.090286,0.089294,0.090053,0.090053,7685.29
2018-01-11 07:29:59,0.089954,0.090515,0.089954,0.090319,0.090319,4627.759
2018-01-11 07:59:59,0.090406,0.09104,0.090257,0.090839,0.090839,5177.445
2018-01-11 08:29:59,0.090839,0.090866,0.089884,0.090111,0.090111,4717.678
2018-01-11 08:59:59,0.090112,0.090322,0.089009,0.08922,0.08922,5058.767
2018-01-11 09:29:59,0.089355,0.089618,0.087712,0.0878,0.0878,7604.345
2018-01-11 09:59:59,0.087888,0.090108,0.087261,0.08887,0.08887,6905.337
2018-01-11 10:29:59,0.08887,0.0889,0.0877,0.087999,0.087999,6067.59
2018-01-11 10:59:59,0.088027,0.088299,0.08714,0.087473,0.087473,5546.526
2018-01-11 11:29:59,0.087473,0.087638,0.08622,0.086501,0.086501,6516.404
2018-01-11 11:59:59,0.086628,0.0874,0.086201,0.087279,0.087279,7490.104
2018-01-11 12:29:59,0.087191,0.088643,0.087191,0.087639,0.087639,9772.702
2018-01-11 12:59:59,0.087639,0.088208,0.0857,0.08603,0.08603,15265.458
2018-01-11 13:29:59,0.086147,0.087548,0.085714,0.087302,0.087302,14748.316
2018-01-11 13:59:59,0.087302,0.088,0.086977,0.087572,0.087572,8946.79
2018-01-11 14:29:59,0.087571,0.087656,0.0865,0.087425,0.087425,7578.337
2018-01-11 14:59:59,0.087425,0.088344,0.087308,0.088153,0.088153,6488.935
2018-01-11 15:29:59,0.088153,0.089012,0.088053,0.088882,0.088882,7910.155
2018-01-11 15:59:59,0.088766,0.08952,0.088726,0.089346,0.089346,6388.744
2018-01-11 16:29:59,0.089345,0.08952,0.089172,0.089287,0.089287,7204.211
2018-01-11 16:59:59,0.089172,0.089429,0.088681,0.089122,0.089122,5914.316
2018-01-11 17:29:59,0.089122,0.089174,0.087658,0.087668,0.087668,8253.628
2018-01-11 17:59:59,0.08778,0.088537,0.087462,0.087639,0.087639,7264.092
2018-01-11 18:29:59,0.087723,0.087988,0.087268,0.08787,0.08787,4309.324
2018-01-11 18:59:59,0.087871,0.088382,0.087712,0.088062,0.088062,4374.861
2018-01-11 19:29:59,0.088167,0.088199,0.087477,0.087803,0.087803,4022.486
2018-01-11 19:59:59,0.087912,0.08823,0.087164,0.087594,0.087594,4851.454
2018-01-11 20:29:59,0.087589,0.08808,0.087262,0.087989,0.087989,5223.535
2018-01-11 20:59:59,0.087989,0.088199,0.086,0.086864,0.086864,8658.104
2018-01-11 21:29:59,0.086864,0.086945,0.085498,0.086047,0.086047,7064.409
2018-01-11 21:59:59,0.086046,0.086047,0.085859,0.08597,0.08597,5216.152
2018-01-11 22:29:59,0.08597,0.086036,0.085388,0.085446,0.085446,3988.35
2018-01-11 22:59:59,0.085446,0.085947,0.085,0.085834,0.085834,4801.238
2018-01-11 23:29:59,0.085946,0.086541,0.085807,0.086137,0.086137,2956.806
2018-01-11 23:59:59,0.086204,0.087769,0.086091,0.087388,0.087388,3895.496
2018-01-12 00:29:59,0.087464,0.08793,0.087387,0.087495,0.087495,2846.407
2018-01-12 00:59:59,0.087495,0.08788,0.087388,0.087572,0.087572,2690.701
2018-01-12 01:29:59,0.087571,0.088199,0.08739,0.087511,0.087511,3127.842
2018-01-12 01:59:59,0.087521,0.0888,0.087415,0.088369,0.088369,5175.227
2018-01-12 02:29:59,0.088369,0.08845,0.087687,0.087869,0.087869,4996.422
2018-01-12 02:59:59,0.087869,0.088547,0.087751,0.08805,0.08805,4470.932
2018-01-12 03:29:59,0.088049,0.089181,0.0879,0.08908,0.08908,4522.314
2018-01-12 03:59:59,0.08901,0.08935,0.0889,0.089192,0.089192,4463.746
2018-01-12 04:29:59,0.089192,0.089809,0.089,0.089,0.089,4552.199
2018-01-12 04:59:59,0.08907,0.089152,0.087972,0.088371,0.088371,6358.721
2018-01-12 05:29:59,0.088372,0.08944,0.088156,0.088696,0.088696,6081.383
2018-01-12 05:59:59,0.088695,0.08917,0.088551,0.088775,0.088775,4675.424
2018-01-12 06:29:59,0.088775,0.089296,0.088554,0.08873,0.08873,4042.722
2018-01-12 06:59:59,0.08873,0.088915,0.088099,0.088311,0.088311,4597.295
2018-01-12 07:29:59,0.088249,0.088419,0.088016,0.088334,0.088334,4202.858
2018-01-12 07:59:59,0.088334,0.089,0.087977,0.088189,0.088189,3343.631
2018-01-12 08:29:59,0.088189,0.088284,0.087595,0.08764,0.08764,3224.329
2018-01-12 08:59:59,0.087728,0.087849,0.087132,0.087297,0.087297,3492.68
2018-01-12 09:29:59,0.087297,0.087774,0.087001,0.087644,0.087644,4717.088
2018-01-12 09:59:59,0.0876,0.08808,0.087469,0.087823,0.087823,3826.073
2018-01-12 10:29:59,0.087739,0.088587,0.087739,0.088494,0.088494,3502.775
2018-01-12 10:59:59,0.088495,0.091133,0.08842,0.091016,0.091016,6136.901
2018-01-12 11:29:59,0.091107,0.092,0.089978,0.091547,0.091547,5467.084
2018-01-12 11:59:59,0.091547,0.092,0.090405,0.091151,0.091151,6444.154
2018-01-12 12:29:59,0.091266,0.092016,0.090943,0.091208,0.091208,6352.163
2018-01-12 12:59:59,0.091208,0.091965,0.090917,0.091168,0.091168,4010.717
2018-01-12 13:29:59,0.091242,0.091616,0.090872,0.090874,0.090874,3948.867
2018-01-12 13:59:59,0.090921,0.091158,0.0903,0.090731,0.090731,4177.866
2018-01-12 14:29:59,0.090826,0.091499,0.0906,0.090634,0.090634,4338.319
2018-01-12 14:59:59,0.090634,0.091264,0.090592,0.090834,0.090834,3636.309
2018-01-12 15:29:59,0.090834,0.09201,0.090743,0.091049,0.091049,4886.897
2018-01-12 15:59:59,0.09105,0.09105,0.09074,0.090851,0.090851,4213.873
2018-01-12 16:29:59,0.090851,0.090996,0.0908,0.090881,0.090881,2409.363
2018-01-12 16:59:59,0.090882,0.09135,0.09084,0.09097,0.09097,2549.333
2018-01-12 17:29:59,0.091043,0.091528,0.090963,0.091387,0.091387,3058.484
2018-01-12 17:59:59,0.091341,0.091494,0.091079,0.091221,0.091221,2973.886
2018-01-12 18:29:59,0.091292,0.091595,0.091,0.0911,0.0911,3359.029
2018-01-12 18:59:59,0.091196,0.091198,0.0906,0.090698,0.090698,2918.186
2018-01-12 19:29:59,0.090638,0.09126,0.0906,0.091099,0.091099,2441.9
2018-01-12 19:59:59,0.091099,0.091269,0.090914,0.091025,0.091025,2254.244
2018-01-12 20:29:59,0.091025,0.091444,0.090986,0.091216,0.091216,2245.878
2018-01-12 20:59:59,0.091219,0.091463,0.090962,0.09105,0.09105,3338.786
2018-01-12 21:29:59,0.091147,0.091549,0.090966,0.091046,0.091046,3765.477
2018-01-12 21:59:59,0.091137,0.091722,0.091095,0.09132,0.09132,4145.936
2018-01-12 22:29:59,0.09132,0.091685,0.091197,0.091448,0.091448,6080.397
2018-01-12 22:59:59,0.091449,0.091565,0.090489,0.090646,0.090646,6375.435
2018-01-12 23:29:59,0.090646,0.091091,0.090231,0.090349,0.090349,6664.894
2018-01-12 23:59:59,0.090349,0.0907,0.08985,0.09057,0.09057,6831.611
2018-01-13 00:29:59,0.090571,0.091252,0.090365,0.0911,0.0911,6280.223
2018-01-13 00:59:59,0.091107,0.091565,0.090752,0.091465,0.091465,5524.45
2018-01-13 01:29:59,0.091462,0.091565,0.090657,0.091296,0.091296,6453.729
2018-01-13 01:59:59,0.091226,0.0916,0.0911,0.091225,0.091225,4714.62
2018-01-13 02:29:59,0.091316,0.09199,0.091227,0.091967,0.091967,7756.551
2018-01-13 02:59:59,0.091962,0.091977,0.0913,0.091429,0.091429,6966.258
2018-01-13 03:29:59,0.0915,0.09202,0.09076,0.091547,0.091547,10229.048
2018-01-13 03:59:59,0.091547,0.092979,0.090899,0.092708,0.092708,9533.585
2018-01-13 04:29:59,0.09255,0.092999,0.092111,0.0923,0.0923,9031.402
2018-01-13 04:59:59,0.0923,0.092664,0.09195,0.0925,0.0925,6549.713
2018-01-13 05:29:59,0.09237,0.092898,0.092328,0.092777,0.092777,5301.44
2018-01-13 05:59:59,0.092776,0.0935,0.09265,0.093296,0.093296,5995.439
2018-01-13 06:29:59,0.093297,0.09347,0.092804,0.093182,0.093182,5915.807
2018-01-13 06:59:59,0.093285,0.094336,0.0931,0.094179,0.094179,4478.534
2018-01-13 07:29:59,0.094179,0.094914,0.094062,0.094374,0.094374,5285.244
2018-01-13 07:59:59,0.094374,0.0944,0.093152,0.093539,0.093539,8138.875
2018-01-13 08:29:59,0.093631,0.094209,0.0935,0.093919,0.093919,8341.168
2018-01-13 08:59:59,0.094011,0.0945,0.093851,0.094183,0.094183,7248.313
2018-01-13 09:29:59,0.094182,0.0947,0.094004,0.0945,0.0945,6684.336
2018-01-13 09:59:59,0.094419,0.094589,0.09421,0.094277,0.094277,4294.285
2018-01-13 10:29:59,0.094395,0.094435,0.094004,0.094279,0.094279,4932.895
2018-01-13 10:59:59,0.09437,0.095,0.09422,0.094916,0.094916,6100.302
2018-01-13 11:29:59,0.094913,0.095,0.094133,0.094249,0.094249,6501.942
2018-01-13 11:59:59,0.094244,0.0945,0.0927,0.09407,0.09407,7011.346
2018-01-13 12:29:59,0.094074,0.0941,0.093535,0.093561,0.093561,6928.343
2018-01-13 12:59:59,0.093679,0.09451,0.093114,0.094105,0.094105,12445.111
2018-01-13 13:29:59,0.094131,0.095,0.094104,0.094391,0.094391,12274.817
2018-01-13 13:59:59,0.094391,0.095728,0.094216,0.095153,0.095153,10460.363
2018-01-13 14:29:59,0.095152,0.0957,0.09458,0.094963,0.094963,8124.832
2018-01-13 14:59:59,0.094962,0.096,0.09485,0.095763,0.095763,7836.559
2018-01-13 15:29:59,0.095763,0.098,0.09563,0.0978,0.0978,9318.322
2018-01-13 15:59:59,0.097801,0.097943,0.096901,0.09774,0.09774,7447.957
2018-01-13 16:29:59,0.09774,0.0991,0.097636,0.098954,0.098954,9529.099
2018-01-13 16:59:59,0.098954,0.0995,0.098384,0.09946,0.09946,9943.437
2018-01-13 17:29:59,0.099357,0.0998,0.09802,0.098132,0.098132,7363.978
2018-01-13 17:59:59,0.098132,0.0989,0.098062,0.09842,0.09842,7301.141
2018-01-13 18:29:59,0.09842,0.099525,0.098,0.09951,0.09951,7931.187
2018-01-13 18:59:59,0.099496,0.10051,0.099417,0.10013,0.10013,7380.502
2018-01-13 19:29:59,0.10013,0.100449,0.0995,0.100174,0.100174,6030.537
2018-01-13 19:59:59,0.100174,0.100264,0.098732,0.098827,0.098827,6218.383
2018-01-13 20:29:59,0.098827,0.1,0.098632,0.099064,0.099064,5646.153
2018-01-13 20:59:59,0.099,0.099099,0.097138,0.09725,0.09725,5895.47
2018-01-13 21:29:59,0.097146,0.09755,0.096463,0.096978,0.096978,5360.389
2018-01-13 21:59:59,0.096977,0.097994,0.096877,0.097617,0.097617,5131.142
2018-01-13 22:29:59,0.097693,0.097798,0.09652,0.09668,0.09668,4912.886
2018-01-13 22:59:59,0.096584,0.096801,0.095752,0.09581,0.09581,5539.482
2018-01-13 23:29:59,0.09581,0.096754,0.095759,0.096499,0.096499,4788.592
2018-01-13 23:59:59,0.096444,0.097759,0.096444,0.096812,0.096812,4865.012
2018-01-14 00:29:59,0.096812,0.096906,0.0957,0.095879,0.095879,6576.377
2018-01-14 00:59:59,0.095869,0.096696,0.09555,0.09669,0.09669,5272.431
2018-01-14 01:29:59,0.096585,0.0975,0.0965,0.097324,0.097324,5257.136
2018-01-14 01:59:59,0.09733,0.097499,0.096816,0.096895,0.096895,4180.841
2018-01-14 02:29:59,0.096988,0.0977,0.096816,0.097312,0.097312,4967.257
2018-01-14 02:59:59,0.097252,0.097611,0.09649,0.097219,0.097219,6195.558
2018-01-14 03:29:59,0.097219,0.09795,0.097178,0.09734,0.09734,6254.61
2018-01-14 03:59:59,0.097338,0.0977,0.097184,0.097525,0.097525,5051.125
2018-01-14 04:29:59,0.097411,0.0987,0.097411,0.098316,0.098316,4652.781
2018-01-14 04:59:59,0.098316,0.098827,0.098103,0.098113,0.098113,3990.179
2018-01-14 05:29:59,0.098237,0.098576,0.097575,0.097749,0.097749,4182.048
2018-01-14 05:59:59,0.097767,0.099,0.097742,0.098279,0.098279,4962.259
2018-01-14 06:29:59,0.098279,0.0993,0.098193,0.098882,0.098882,5080.028
2018-01-14 06:59:59,0.09878,0.09999,0.098665,0.098904,0.098904,6076.788
2018-01-14 07:29:59,0.098839,0.09911,0.098282,0.098722,0.098722,5223.412
2018-01-14 07:59:59,0.098722,0.098979,0.098366,0.098945,0.098945,3960.561
2018-01-14 08:29:59,0.098806,0.09911,0.0985,0.098986,0.098986,5153.55
2018-01-14 08:59:59,0.098987,0.1,0.098985,0.099398,0.099398,4602.041
2018-01-14 09:29:59,0.099316,0.1,0.098348,0.098555,0.098555,4989.405
2018-01-14 09:59:59,0.098553,0.09925,0.097782,0.098104,0.098104,6652.534
2018-01-14 10:29:59,0.098105,0.098776,0.097841,0.098121,0.098121,6977.808
2018-01-14 10:59:59,0.09812,0.098311,0.096864,0.097103,0.097103,6803.205
2018-01-14 11:29:59,0.09727,0.098752,0.09701,0.09796,0.09796,6249.727
2018-01-14 11:59:59,0.097867,0.098077,0.097766,0.097877,0.097877,4598.093
2018-01-14 12:29:59,0.097877,0.098448,0.097767,0.097777,0.097777,5434.337
2018-01-14 12:59:59,0.097777,0.098223,0.09697,0.097464,0.097464,6744.86
2018-01-14 13:29:59,0.097293,0.09789,0.097099,0.097334,0.097334,5839.701
2018-01-14 13:59:59,0.097113,0.097691,0.096918,0.097294,0.097294,6236.598
2018-01-14 14:29:59,0.097294,0.098475,0.097294,0.097489,0.097489,5216.63
2018-01-14 14:59:59,0.097497,0.0977,0.09705,0.09751,0.09751,3720.66
2018-01-14 15:29:59,0.09751,0.098451,0.0973,0.097581,0.097581,4524.777
2018-01-14 15:59:59,0.097653,0.097897,0.097324,0.097504,0.097504,3826.433
2018-01-14 16:29:59,0.097539,0.098063,0.097439,0.097689,0.097689,3746.305
2018-01-14 16:59:59,0.097689,0.098,0.097215,0.097406,0.097406,3962.715
2018-01-14 17:29:59,0.097506,0.0995,0.097405,0.098203,0.098203,5431.541
2018-01-14 17:59:59,0.098102,0.098829,0.097658,0.098784,0.098784,3919.373
2018-01-14 18:29:59,0.098781,0.098966,0.0985,0.09867,0.09867,3756.763
2018-01-14 18:59:59,0.098754,0.099333,0.098416,0.098504,0.098504,4101.202
2018-01-14 19:29:59,0.098504,0.09881,0.0981,0.09835,0.09835,4005.07
2018-01-14 19:59:59,0.098256,0.0995,0.098251,0.098629,0.098629,4129.889
2018-01-14 20:29:59,0.098629,0.098697,0.098415,0.098532,0.098532,3537.349
2018-01-14 20:59:59,0.09866,0.099249,0.098455,0.0989,0.0989,3571.235
2018-01-14 21:29:59,0.098992,0.0999,0.0989,0.099604,0.099604,5673.188
2018-01-14 21:59:59,0.099468,0.099999,0.09932,0.09986,0.09986,5488.946
2018-01-14 22:29:59,0.09986,0.100955,0.099366,0.100856,0.100856,6352.568
2018-01-14 22:59:59,0.1009,0.101219,0.100342,0.100797,0.100797,6772.873
2018-01-14 23:29:59,0.100796,0.100862,0.09869,0.099037,0.099037,7784.862
2018-01-14 23:59:59,0.099179,0.099202,0.098238,0.098358,0.098358,4243.266
2018-01-15 00:29:59,0.098239,0.098498,0.097652,0.098071,0.098071,4948.095
2018-01-15 00:59:59,0.098071,0.099356,0.098071,0.09896,0.09896,4449.391
2018-01-15 01:29:59,0.09896,0.099367,0.098234,0.0983,0.0983,4258.836
2018-01-15 01:59:59,0.09824,0.099038,0.098233,0.098648,0.098648,3718.029
2018-01-15 02:29:59,0.098647,0.098973,0.098312,0.098349,0.098349,3033.293
2018-01-15 02:59:59,0.09832,0.098388,0.09775,0.097931,0.097931,3436.61
2018-01-15 03:29:59,0.097931,0.097999,0.0975,0.097665,0.097665,3231.694
2018-01-15 03:59:59,0.09766,0.098777,0.097522,0.098316,0.098316,4394.869
2018-01-15 04:29:59,0.098318,0.09896,0.097937,0.097943,0.097943,4804.5
2018-01-15 04:59:59,0.098068,0.098068,0.0971,0.097298,0.097298,4948.73
2018-01-15 05:29:59,0.09729,0.097499,0.0965,0.0969,0.0969,6680.986
2018-01-15 05:59:59,0.0969,0.097899,0.09676,0.097537,0.097537,5441.638
2018-01-15 06:29:59,0.097536,0.0979,0.097056,0.09757,0.09757,6393.122
2018-01-15 06:59:59,0.09757,0.097702,0.096992,0.097338,0.097338,5703.26
2018-01-15 07:29:59,0.097338,0.098869,0.096677,0.096849,0.096849,5683.053
2018-01-15 07:59:59,0.096849,0.097081,0.09638,0.09645,0.09645,5508.974
2018-01-15 08:29:59,0.096451,0.096633,0.095803,0.0959,0.0959,5397.4
2018-01-15 08:59:59,0.0959,0.0975,0.0958,0.096315,0.096315,7548.45
2018-01-15 09:29:59,0.096314,0.098,0.09562,0.095975,0.095975,7808.8
2018-01-15 09:59:59,0.095933,0.095998,0.094403,0.0946,0.0946,5884.566
2018-01-15 10:29:59,0.0946,0.094988,0.093689,0.093854,0.093854,6340.588
2018-01-15 10:59:59,0.093854,0.093969,0.0927,0.093633,0.093633,9998.302
2018-01-15 11:29:59,0.093533,0.093912,0.0895,0.092912,0.092912,11026.567
2018-01-15 11:59:59,0.092912,0.092913,0.090944,0.092189,0.092189,9641.192
2018-01-15 12:29:59,0.092088,0.092428,0.091,0.091342,0.091342,7984.566
2018-01-15 12:59:59,0.091354,0.092193,0.091143,0.09208,0.09208,7219.571
2018-01-15 13:29:59,0.092115,0.094132,0.092081,0.094132,0.094132,7303.9
2018-01-15 13:59:59,0.094132,0.094493,0.09358,0.093722,0.093722,5247.037
2018-01-15 14:29:59,0.093706,0.094098,0.093028,0.094009,0.094009,5485.797
2018-01-15 14:59:59,0.094009,0.094034,0.093001,0.093005,0.093005,4822.005
2018-01-15 15:29:59,0.093005,0.0938,0.092841,0.093258,0.093258,4982.192
2018-01-15 15:59:59,0.093168,0.094098,0.093168,0.09398,0.09398,4181.559
2018-01-15 16:29:59,0.093979,0.094098,0.0934,0.093999,0.093999,4140.303
2018-01-15 16:59:59,0.093999,0.0945,0.09393,0.094051,0.094051,5320.831
2018-01-15 17:29:59,0.094079,0.094494,0.093606,0.094358,0.094358,3884.707
2018-01-15 17:59:59,0.094363,0.094768,0.094182,0.094445,0.094445,4024.651
2018-01-15 18:29:59,0.094445,0.094675,0.0941,0.094288,0.094288,5433.416
2018-01-15 18:59:59,0.094287,0.09478,0.094082,0.0947,0.0947,5494.537
2018-01-15 19:29:59,0.09458,0.0948,0.0943,0.094451,0.094451,2860.225
2018-01-15 19:59:59,0.094403,0.095317,0.094385,0.09445,0.09445,3178.125
2018-01-15 20:29:59,0.09445,0.094536,0.093872,0.094234,0.094234,2532.804
2018-01-15 20:59:59,0.094251,0.094328,0.09373,0.09393,0.09393,1954.007
2018-01-15 21:29:59,0.09393,0.094255,0.093739,0.094045,0.094045,3098.986
2018-01-15 21:59:59,0.094078,0.09439,0.093742,0.09412,0.09412,3130.132
2018-01-15 22:29:59,0.0941,0.0945,0.093811,0.093811,0.093811,4445.65
2018-01-15 22:59:59,0.093811,0.094352,0.0932,0.094204,0.094204,6837.272
2018-01-15 23:29:59,0.094112,0.094248,0.0932,0.0942,0.0942,4738.679
2018-01-15 23:59:59,0.094064,0.0945,0.093701,0.094143,0.094143,6181.88
2018-01-16 00:29:59,0.094129,0.095343,0.094129,0.094511,0.094511,5471.254
2018-01-16 00:59:59,0.094511,0.095685,0.094278,0.095561,0.095561,4634.231
2018-01-16 01:29:59,0.095561,0.095758,0.095345,0.095405,0.095405,3053.233
2018-01-16 01:59:59,0.095401,0.0955,0.094888,0.095216,0.095216,3026.253
2018-01-16 02:29:59,0.095132,0.095216,0.09435,0.094608,0.094608,3569.152
2018-01-16 02:59:59,0.09455,0.094772,0.094432,0.0946,0.0946,2610.759
2018-01-16 03:29:59,0.0946,0.094689,0.09408,0.09424,0.09424,2837.448
2018-01-16 03:59:59,0.094238,0.0944,0.093601,0.093731,0.093731,2746.022
2018-01-16 04:29:59,0.093732,0.094089,0.093476,0.093652,0.093652,2698.259
2018-01-16 04:59:59,0.093653,0.093695,0.0934,0.093401,0.093401,2801.931
2018-01-16 05:29:59,0.093402,0.093592,0.093,0.093013,0.093013,2411.505
2018-01-16 05:59:59,0.093013,0.093103,0.092,0.092092,0.092092,5193.075
2018-01-16 06:29:59,0.092,0.093,0.0905,0.0905,0.0905,10520.595
2018-01-16 06:59:59,0.090536,0.093783,0.0898,0.091929,0.091929,14872.876
2018-01-16 07:29:59,0.091907,0.092592,0.09001,0.092592,0.092592,8980.927
2018-01-16 07:59:59,0.091163,0.091859,0.088486,0.089951,0.089951,10835.55
2018-01-16 08:29:59,0.090041,0.090564,0.081,0.086861,0.086861,47444.338
2018-01-16 08:59:59,0.086861,0.090134,0.0867,0.088418,0.088418,12267.777
2018-01-16 09:29:59,0.088418,0.0915,0.088309,0.090734,0.090734,7719.178
2018-01-16 09:59:59,0.090734,0.093583,0.090501,0.0935,0.0935,8207.278
2018-01-16 10:29:59,0.093499,0.094452,0.092407,0.093252,0.093252,8826.452
2018-01-16 10:59:59,0.093252,0.093423,0.092103,0.09281,0.09281,6467.095
2018-01-16 11:29:59,0.09281,0.094263,0.092356,0.093285,0.093285,5224.147
2018-01-16 11:59:59,0.093287,0.093297,0.09104,0.091432,0.091432,7283.849
2018-01-16 12:29:59,0.091429,0.093098,0.09,0.092571,0.092571,5910.034
2018-01-16 12:59:59,0.092598,0.0929,0.092377,0.092642,0.092642,3880.464
2018-01-16 13:29:59,0.092642,0.0935,0.092575,0.093145,0.093145,4039.117
2018-01-16 13:59:59,0.093054,0.093679,0.092859,0.093387,0.093387,4144.022
2018-01-16 14:29:59,0.093488,0.09384,0.093012,0.093594,0.093594,3901.39
2018-01-16 14:59:59,0.093696,0.093939,0.09326,0.09355,0.09355,4496.971
2018-01-16 15:29:59,0.09355,0.093651,0.092001,0.092756,0.092756,4253.293
2018-01-16 15:59:59,0.092756,0.093313,0.091623,0.091645,0.091645,4099.769
2018-01-16 16:29:59,0.091721,0.09306,0.090621,0.092966,0.092966,6788.054
2018-01-16 16:59:59,0.092935,0.09315,0.091346,0.091888,0.091888,4332.204
2018-01-16 17:29:59,0.091888,0.093479,0.09162,0.092723,0.092723,3320.827
2018-01-16 17:59:59,0.092723,0.093203,0.092527,0.0926,0.0926,2772.426
2018-01-16 18:29:59,0.0926,0.092681,0.091793,0.092273,0.092273,2539.558
2018-01-16 18:59:59,0.092175,0.092303,0.090948,0.091051,0.091051,4094.513
2018-01-16 19:29:59,0.09105,0.092461,0.090229,0.090367,0.090367,5699.949
2018-01-16 19:59:59,0.090367,0.090453,0.08831,0.089024,0.089024,11615.423
2018-01-16 20:29:59,0.089024,0.090011,0.0858,0.08609,0.08609,14641.266
2018-01-16 20:59:59,0.08609,0.09199,0.08559,0.090703,0.090703,17818.686
2018-01-16 21:29:59,0.090703,0.093677,0.090041,0.093018,0.093018,12007.271
2018-01-16 21:59:59,0.09289,0.093256,0.09107,0.091855,0.091855,10983.033
2018-01-16 22:29:59,0.091842,0.09378,0.091719,0.092155,0.092155,12072.054
2018-01-16 22:59:59,0.092155,0.092849,0.09008,0.090502,0.090502,11093.35
2018-01-16 23:29:59,0.090502,0.0925,0.0904,0.092306,0.092306,6604.818
2018-01-16 23:59:59,0.0922,0.092765,0.091614,0.091735,0.091735,5900.998
2018-01-17 00:29:59,0.091827,0.091999,0.089164,0.090012,0.090012,6823.85
2018-01-17 00:59:59,0.090012,0.090385,0.088822,0.089299,0.089299,7052.783
2018-01-17 01:29:59,0.089542,0.09031,0.088,0.0886,0.0886,8902.045
2018-01-17 01:59:59,0.088603,0.089931,0.08851,0.089711,0.089711,6954.815
2018-01-17 02:29:59,0.089711,0.090383,0.088504,0.088575,0.088575,6549.976
2018-01-17 02:59:59,0.088584,0.089447,0.0885,0.088701,0.088701,7503.278
2018-01-17 03:29:59,0.0887,0.088807,0.0883,0.088706,0.088706,5691.402
2018-01-17 03:59:59,0.088706,0.088807,0.0883,0.088679,0.088679,5448.337
2018-01-17 04:29:59,0.088678,0.0898,0.088583,0.089459,0.089459,8958.064
2018-01-17 04:59:59,0.089284,0.0899,0.08885,0.089202,0.089202,7497.458
2018-01-17 05:29:59,0.089201,0.089549,0.088618,0.088635,0.088635,5876.712
2018-01-17 05:59:59,0.088635,0.09,0.088626,0.089837,0.089837,5526.117
2018-01-17 06:29:59,0.0898,0.090537,0.08964,0.08979,0.08979,6079.531
2018-01-17 06:59:59,0.08979,0.09,0.08954,0.08972,0.08972,5424.908
2018-01-17 07:29:59,0.089735,0.09,0.088801,0.08884,0.08884,4822.793
2018-01-17 07:59:59,0.088841,0.089626,0.088414,0.08883,0.08883,6163.441
2018-01-17 08:29:59,0.088916,0.088919,0.088,0.088417,0.088417,7126.633
2018-01-17 08:59:59,0.088413,0.089524,0.088125,0.088608,0.088608,5686.045
2018-01-17 09:29:59,0.088608,0.089271,0.088,0.088618,0.088618,6352.598
2018-01-17 09:59:59,0.088618,0.088955,0.087,0.087171,0.087171,7093.161
2018-01-17 10:29:59,0.08723,0.087328,0.086562,0.086562,0.086562,5103.963
2018-01-17 10:59:59,0.086563,0.08674,0.085888,0.086172,0.086172,4746.047
2018-01-17 11:29:59,0.086259,0.086259,0.085555,0.085873,0.085873,6286.871
2018-01-17 11:59:59,0.085771,0.085871,0.0851,0.085202,0.085202,6400.083
2018-01-17 12:29:59,0.085201,0.085519,0.0845,0.084554,0.084554,10138.921
2018-01-17 12:59:59,0.084631,0.085203,0.08351,0.083703,0.083703,10602.115
2018-01-17 13:29:59,0.083833,0.085085,0.083461,0.08383,0.08383,9109.454
2018-01-17 13:59:59,0.083801,0.0847,0.083511,0.083948,0.083948,9049.147
2018-01-17 14:29:59,0.083948,0.086,0.0835,0.085763,0.085763,9329.562
2018-01-17 14:59:59,0.085675,0.087769,0.084744,0.087697,0.087697,8333.95
2018-01-17 15:29:59,0.087752,0.0885,0.08653,0.0872,0.0872,9568.67
2018-01-17 15:59:59,0.087199,0.0881,0.0862,0.087536,0.087536,6725.426
2018-01-17 16:29:59,0.087536,0.087551,0.086681,0.086761,0.086761,3428.958
2018-01-17 16:59:59,0.08677,0.0877,0.086258,0.086574,0.086574,4460.181
2018-01-17 17:29:59,0.086575,0.087421,0.0861,0.086378,0.086378,6220.869
2018-01-17 17:59:59,0.08661,0.088365,0.08627,0.088038,0.088038,9445.784
2018-01-17 18:29:59,0.088078,0.089598,0.087,0.088801,0.088801,10195.426
